date,hype_index_equal,hype_index_pca,hype_index_rank
2024-09-15,0.0275200355952075,0.0367914030668257,0.35309278350515466
2024-09-22,0.0242868587679167,0.0321591133831903,0.3170103092783505
2024-09-29,0.0241294121351685,0.0319335338830386,0.31529209621993126
2024-10-06,0.0223398369016465,0.0289170367274165,0.2611683848797251
2024-10-13,0.0307616619902138,0.0434425638788417,0.4707903780068728
2024-10-20,0.0292372262728946,0.0392516844204287,0.3685567010309278
2024-10-27,0.0319019594131207,0.0432957981324131,0.42783505154639173
2024-11-03,0.0340514126643528,0.0468279055740963,0.45446735395189003
2024-11-10,0.0329766860387367,0.0450618518532547,0.4415807560137457
2024-11-17,0.0345850954065251,0.0475925321914937,0.4664948453608247
2024-11-24,0.0450939424759525,0.0640064619373398,0.5773195876288659
2024-12-01,0.0404163461503071,0.0563996844120499,0.5266323024054983
2024-12-08,0.046599982159198,0.0673307643546028,0.6752577319587628
2024-12-15,0.0459286141056642,0.0638448027764519,0.5455326460481099
2024-12-22,0.0488951540380153,0.0699051034078876,0.602233676975945
2024-12-29,0.0691800056680787,0.1012304850384825,0.6829896907216496
2025-01-05,0.0754799157394695,0.1084465633523408,0.6829896907216496
2025-01-12,0.0559986553648611,0.0796300395257711,0.6357388316151202
2025-01-19,0.0460553893164485,0.0644789460421598,0.5678694158075601
2025-01-26,0.0563196829147502,0.0807687490738098,0.6494845360824743
2025-02-02,0.0524182780409385,0.0754053187482973,0.6314432989690721
2025-02-09,0.0453258184259998,0.0636599172833405,0.5798969072164948
2025-02-16,0.0578842317254891,0.0894869709979559,0.7302405498281787
2025-02-23,0.0524500725744464,0.0763463887506328,0.7242268041237113
2025-03-02,0.0617354381289942,0.08852809795825,0.6666666666666666
2025-03-09,0.0616287696979525,0.0895260611889389,0.7620274914089347
2025-03-16,0.053666400438724,0.0762885333196274,0.6305841924398625
2025-03-23,0.0537469640404159,0.0752726901531432,0.5867697594501718
2025-03-30,0.0576951598035459,0.0843993272665237,0.7508591065292096
2025-04-06,0.065629545729788,0.0941844936623062,0.7199312714776633
2025-04-13,0.0496341308311996,0.0691538309605425,0.5592783505154639
2025-04-20,0.0551091841279071,0.0781294079180951,0.627147766323024
2025-04-27,0.0816547466669143,0.1227434423683975,0.8419243986254296
2025-05-04,0.2245685184043282,0.3602532582458874,0.9587628865979382
2025-05-11,0.5592451231416696,0.97309969575059,0.9656357388316151
2025-05-18,0.1250228340157963,0.1966945100693146,0.9123711340206185
2025-05-25,0.1263403967001333,0.217945012741815,0.8496563573883161
2025-06-01,0.0491234828952143,0.0721014012623228,0.7079037800687286
2025-06-08,0.0524710120695035,0.07893469745594,0.7353951890034365
2025-06-15,0.0440765067209134,0.0646718842325151,0.6632302405498282
2025-06-22,0.0406708379353245,0.0602706494505809,0.6202749140893471
2025-06-29,0.049049147306606,0.0729576193969257,0.6735395189003436
2025-07-06,0.0401296533779436,0.060727283515396,0.622852233676976
2025-07-13,0.028693319723401,0.0398299332556228,0.4132302405498282
2025-07-20,0.0262543282488294,0.0356567399899586,0.3754295532646048
2025-07-27,0.0318201689545502,0.0447623913605857,0.4415807560137457
2025-08-03,0.0438175880002135,0.0655867485603582,0.6623711340206185
2025-08-10,0.0426574292389987,0.0625073010267855,0.6503436426116839
2025-08-17,0.0330014071684673,0.0475790177331948,0.5292096219931272
2025-08-24,0.0345830000637207,0.0506712548102945,0.5558419243986253
2025-08-31,0.0370566897618919,0.0537410083964227,0.5781786941580757
2025-09-07,0.0429051409696629,0.0630747868139344,0.6434707903780068
2025-09-14,0.0645859641297012,0.1062930662456869,0.6795532646048109
2025-09-21,0.0394995660158909,0.0587245011298578,0.6151202749140894
2025-09-28,0.0330801509688284,0.0461151054585519,0.45274914089347074
2025-10-05,0.0387552350014709,0.058399401306921,0.5876288659793815
2025-10-12,0.0387683992844458,0.0572930665161481,0.6030927835051546
2025-10-19,0.0356569593660912,0.0493544844668781,0.4802405498281787
2025-10-26,0.0608537223038979,0.0951866643958441,0.7482817869415808
2025-11-02,0.0727090053544541,0.1116121158553327,0.761168384879725
2025-11-09,0.1601141930539765,0.2561238073010885,0.9012027491408935
2025-11-16,0.0658114512590239,0.1025354188474752,0.768041237113402
2025-11-23,0.0440730913543976,0.0651255246241155,0.6640893470790378
2025-11-30,0.0375900051883404,0.0545286196970462,0.5876288659793815
2025-12-07,0.034266930522686,0.0478154475609943,0.4664948453608247
2025-12-14,0.0371516799964666,0.0521747866524115,0.49484536082474223
2025-12-21,0.0431546907032466,0.0628118029845016,0.5137457044673539
2025-12-28,0.0520007377499363,0.0763908710164061,0.563573883161512
2026-01-04,0.1034228080054864,0.1577577687744278,0.700171821305842
2026-01-11,0.0463788705800947,0.0658474250268898,0.5859106529209622
2026-01-18,0.045544198950383,0.0655565763637505,0.5661512027491409
2026-01-25,0.0467039876529123,0.066765739870711,0.5867697594501718
2026-02-01,0.0732875308690427,0.1117407863048391,0.7577319587628866
2026-02-08,0.0546368802031489,0.0812022752127106,0.7689003436426117
2026-02-15,0.0435149776732495,0.0619704757192603,0.5670103092783505
2026-02-22,0.05829246877547,0.0860840239468224,0.6099656357388316
2026-03-01,0.0462529132738962,0.0663457231628094,0.5859106529209621
2026-03-08,0.0395170600583247,0.0555637524417041,0.5309278350515464
2026-03-15,0.0455819940683601,0.0664393098089151,0.6623711340206185
2026-03-22,0.0465023741725361,0.0664768809263608,0.5833333333333334
2026-03-29,0.0524644896500308,0.0756977817084075,0.6262886597938144
2026-04-05,0.0800852590977209,0.1234452820488841,0.8376288659793815
2026-04-12,0.0546585187011838,0.0792937545150687,0.6305841924398625
2026-04-19,0.0551037165119865,0.0825994318573744,0.7594501718213058
2026-04-26,0.1609251809511657,0.2539449923081327,0.6125429553264604
2026-05-03,0.0814616609270212,0.1226731743961095,0.672680412371134
2026-05-10,0.0893416239456237,0.136456180597781,0.7955326460481099
2026-05-17,0.1763247262595225,0.2774244578601732,0.8316151202749141
2026-05-24,0.0990560494489344,0.1514786161770312,0.8762886597938144
2026-05-31,0.066005053536229,0.0975487634043503,0.7955326460481099
2026-06-07,0.1035925232070202,0.15935844937005,0.6597938144329897
2026-06-14,0.1229448213667026,0.1924695871554327,0.7525773195876289
2026-06-21,0.5279431803533127,0.8824750540445742,0.9776632302405499
2026-06-28,0.4447648997573185,0.743985260899919,0.9862542955326461
2026-07-05,0.1377588570713937,0.2115491048206569,0.9012027491408935
2026-07-12,0.0996507538133526,0.1559228343834124,0.8298969072164949
2026-07-19,0.0628122095160744,0.0939171438752082,0.5850515463917526
2026-07-26,0.0912355486571188,0.1429404371026435,0.7439862542955327
2026-08-02,0.1079932588304046,0.1681523359116362,0.5747422680412371
2026-08-09,0.0983019747209214,0.1582890291551939,0.8333333333333334
2026-08-16,0.1541100527236247,0.2442649349941001,0.7903780068728522
2026-08-23,0.3654459462603003,0.588616135461967,0.9570446735395189
2026-08-30,0.5513253351035169,0.9468752075894548,0.9896907216494846
2026-09-06,0.3274395332482722,0.5572998961223099,0.9690721649484536
2026-09-13,0.0060682036185955,0.0079411386562968,0.2611683848797251
