date,trends_signal,wiki_signal,upload_count,total_views_of_new_videos,unique_channels,total_likes,youtube_signal,youtube_creator_signal,log_views,log_likes,youtube_audience_signal,hype_index_equal,hype_index_pca,z_score,is_spike
2023-04-09,0.0103092783505154,4.907427514228473e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034527842085525,0.0018568714416819,-0.8177795694711191,False
2023-04-16,0.0068728522336769,7.115769895631285e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023146699775444,0.0,-1.2790702624704187,False
2023-04-23,0.0103092783505154,5.766227329218456e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034556468746025,0.0018609728871392,-0.3365481511004858,False
2023-04-30,0.0137457044673539,5.275484577795608e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045994864377106,0.0037260472197357,0.7193649282655904,False
2023-05-07,0.0240549828178694,0.0002441445188328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008099709112234,0.0094197049085007,2.0239513873426205,True
2023-05-14,0.0274914089347079,0.0001558108235767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092157399194282,0.0112449366280834,1.6863144265263355,True
2023-05-21,0.0206185567010309,0.0001337273997627,0.0161290322580645,0.0085638042875483,0.0192307692307692,45690.0,0.0139249159803442,0.0176799007444168,0.75732528521162,0.6534354355517745,0.7053803603816973,0.0115590666937126,0.0164566354933167,1.6903674735350607,True
2023-05-28,0.0137457044673539,0.0001042828346773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046166624340104,0.0037506558924795,-0.39376063827839863,False
2023-06-04,0.0171821305841924,7.606512647054133e-05,0.0161290322580645,0.0349393371426573,0.0192307692307692,737846.0,0.0287987470311336,0.0176799007444168,0.8290064199936812,0.8228490266121837,0.8259277233029325,0.0153523142472655,0.0241291420633103,1.769422634991845,True
2023-06-11,0.0137457044673539,6.625027144208438e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004603984912932,0.0037324923483115,-0.7367991990093471,False
2023-06-18,0.0171821305841924,0.0001791211042693,0.0161290322580645,0.0468873776986987,0.0192307692307692,846819.0,0.0355365497361931,0.0176799007444168,0.8440013798560774,0.8312380950136987,0.837619737434888,0.0176326004748849,0.0285123925798336,1.6184708443147406,True
2023-06-25,0.0103092783505154,5.643541641362744e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034552379223096,0.0018603869663596,-1.1228668424636734,False
2023-07-02,0.0171821305841924,6.870398519919863e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057502781897972,0.0056010822055857,-0.6103211430917305,False
2023-07-09,0.0103092783505154,7.483826959198421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034613722067024,0.0018691757780538,-0.8483867346704286,False
2023-07-16,0.0171821305841924,8.71068383775554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057564124741899,0.0056098710172799,-0.3252203896844893,False
2023-07-23,0.0103092783505154,9.446797964889812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034679154433881,0.0018785505105276,-0.6955519721361411,False
2023-07-30,0.0103092783505154,7.729198334909845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034621901112881,0.001870347619613,-0.5150726047798928,False
