date,interest,keyword,geo
2024-12-29,5,GTA VI,IT
2025-01-05,4,GTA VI,IT
2025-01-12,4,GTA VI,IT
2025-01-19,5,GTA VI,IT
2025-01-26,4,GTA VI,IT
2025-02-02,5,GTA VI,IT
2025-02-09,4,GTA VI,IT
2025-02-16,4,GTA VI,IT
2025-02-23,3,GTA VI,IT
2025-03-02,5,GTA VI,IT
2025-03-09,3,GTA VI,IT
2025-03-16,2,GTA VI,IT
2025-03-23,3,GTA VI,IT
2025-03-30,5,GTA VI,IT
2025-04-06,3,GTA VI,IT
2025-04-13,3,GTA VI,IT
2025-04-20,3,GTA VI,IT
2025-04-27,7,GTA VI,IT
2025-05-04,19,GTA VI,IT
2025-05-11,8,GTA VI,IT
2025-05-18,4,GTA VI,IT
2025-05-25,2,GTA VI,IT
2025-06-01,2,GTA VI,IT
2025-06-08,2,GTA VI,IT
2025-06-15,2,GTA VI,IT
2025-06-22,2,GTA VI,IT
2025-06-29,2,GTA VI,IT
2025-07-06,1,GTA VI,IT
2025-07-13,2,GTA VI,IT
2025-07-20,2,GTA VI,IT
2025-07-27,3,GTA VI,IT
2025-08-03,3,GTA VI,IT
2025-08-10,3,GTA VI,IT
2025-08-17,1,GTA VI,IT
2025-08-24,3,GTA VI,IT
2025-08-31,3,GTA VI,IT
2025-09-07,1,GTA VI,IT
2025-09-14,2,GTA VI,IT
2025-09-21,2,GTA VI,IT
2025-09-28,2,GTA VI,IT
2025-10-05,2,GTA VI,IT
2025-10-12,3,GTA VI,IT
2025-10-19,3,GTA VI,IT
2025-10-26,2,GTA VI,IT
2025-11-02,9,GTA VI,IT
2025-11-09,4,GTA VI,IT
2025-11-16,4,GTA VI,IT
2025-11-23,2,GTA VI,IT
2025-11-30,2,GTA VI,IT
2025-12-07,3,GTA VI,IT
2025-12-14,2,GTA VI,IT
2025-12-21,3,GTA VI,IT
2025-12-28,4,GTA VI,IT
2026-01-04,5,GTA VI,IT
2026-01-11,4,GTA VI,IT
2026-01-18,4,GTA VI,IT
2026-01-25,4,GTA VI,IT
2026-02-01,4,GTA VI,IT
2026-02-08,4,GTA VI,IT
2026-02-15,3,GTA VI,IT
2026-02-22,2,GTA VI,IT
2026-03-01,4,GTA VI,IT
2026-03-08,4,GTA VI,IT
2026-03-15,4,GTA VI,IT
2026-03-22,5,GTA VI,IT
2026-03-29,5,GTA VI,IT
2026-04-05,4,GTA VI,IT
2026-04-12,4,GTA VI,IT
2026-04-19,5,GTA VI,IT
2026-04-26,8,GTA VI,IT
2026-05-03,10,GTA VI,IT
2026-05-10,12,GTA VI,IT
2026-05-17,13,GTA VI,IT
2026-05-24,5,GTA VI,IT
2026-05-31,4,GTA VI,IT
2026-06-07,5,GTA VI,IT
2026-06-14,28,GTA VI,IT
2026-06-21,100,GTA VI,IT
2026-06-28,39,GTA VI,IT
2026-07-05,12,GTA VI,IT
2026-07-12,8,GTA VI,IT
2026-07-19,7,GTA VI,IT
2026-07-26,6,GTA VI,IT
2026-08-02,9,GTA VI,IT
2026-08-09,7,GTA VI,IT
2026-08-16,37,GTA VI,IT
2026-08-23,68,GTA VI,IT
2026-08-30,43,GTA VI,IT
2026-09-06,27,GTA VI,IT
