date,interest,keyword,geo
2024-10-06,0,GTA VI,AR
2024-10-13,0,GTA VI,AR
2024-10-20,0,GTA VI,AR
2024-10-27,0,GTA VI,AR
2024-11-03,0,GTA VI,AR
2024-11-10,2,GTA VI,AR
2024-11-17,2,GTA VI,AR
2024-11-24,2,GTA VI,AR
2024-12-01,4,GTA VI,AR
2024-12-08,4,GTA VI,AR
2024-12-15,2,GTA VI,AR
2024-12-22,4,GTA VI,AR
2024-12-29,6,GTA VI,AR
2025-01-05,5,GTA VI,AR
2025-01-12,3,GTA VI,AR
2025-01-19,3,GTA VI,AR
2025-01-26,3,GTA VI,AR
2025-02-02,6,GTA VI,AR
2025-02-09,4,GTA VI,AR
2025-02-16,4,GTA VI,AR
2025-02-23,4,GTA VI,AR
2025-03-02,4,GTA VI,AR
2025-03-09,4,GTA VI,AR
2025-03-16,3,GTA VI,AR
2025-03-23,4,GTA VI,AR
2025-03-30,4,GTA VI,AR
2025-04-06,3,GTA VI,AR
2025-04-13,0,GTA VI,AR
2025-04-20,3,GTA VI,AR
2025-04-27,7,GTA VI,AR
2025-05-04,35,GTA VI,AR
2025-05-11,17,GTA VI,AR
2025-05-18,8,GTA VI,AR
2025-05-25,5,GTA VI,AR
2025-06-01,2,GTA VI,AR
2025-06-08,4,GTA VI,AR
2025-06-15,3,GTA VI,AR
2025-06-22,3,GTA VI,AR
2025-06-29,4,GTA VI,AR
2025-07-06,0,GTA VI,AR
2025-07-13,0,GTA VI,AR
2025-07-20,0,GTA VI,AR
2025-07-27,0,GTA VI,AR
2025-08-03,3,GTA VI,AR
2025-08-10,2,GTA VI,AR
2025-08-17,2,GTA VI,AR
2025-08-24,2,GTA VI,AR
2025-08-31,0,GTA VI,AR
2025-09-07,0,GTA VI,AR
2025-09-14,3,GTA VI,AR
2025-09-21,3,GTA VI,AR
2025-09-28,0,GTA VI,AR
2025-10-05,2,GTA VI,AR
2025-10-12,2,GTA VI,AR
2025-10-19,2,GTA VI,AR
2025-10-26,4,GTA VI,AR
2025-11-02,11,GTA VI,AR
2025-11-09,7,GTA VI,AR
2025-11-16,2,GTA VI,AR
2025-11-23,2,GTA VI,AR
2025-11-30,3,GTA VI,AR
2025-12-07,4,GTA VI,AR
2025-12-14,3,GTA VI,AR
2025-12-21,7,GTA VI,AR
2025-12-28,8,GTA VI,AR
2026-01-04,35,GTA VI,AR
2026-01-11,6,GTA VI,AR
2026-01-18,7,GTA VI,AR
2026-01-25,5,GTA VI,AR
2026-02-01,15,GTA VI,AR
2026-02-08,4,GTA VI,AR
2026-02-15,4,GTA VI,AR
2026-02-22,5,GTA VI,AR
2026-03-01,8,GTA VI,AR
2026-03-08,7,GTA VI,AR
2026-03-15,5,GTA VI,AR
2026-03-22,5,GTA VI,AR
2026-03-29,4,GTA VI,AR
2026-04-05,4,GTA VI,AR
2026-04-12,4,GTA VI,AR
2026-04-19,5,GTA VI,AR
2026-04-26,9,GTA VI,AR
2026-05-03,13,GTA VI,AR
2026-05-10,30,GTA VI,AR
2026-05-17,79,GTA VI,AR
2026-05-24,52,GTA VI,AR
2026-05-31,6,GTA VI,AR
2026-06-07,5,GTA VI,AR
2026-06-14,20,GTA VI,AR
2026-06-21,75,GTA VI,AR
2026-06-28,26,GTA VI,AR
2026-07-05,14,GTA VI,AR
2026-07-12,7,GTA VI,AR
2026-07-19,8,GTA VI,AR
2026-07-26,7,GTA VI,AR
2026-08-02,14,GTA VI,AR
2026-08-09,15,GTA VI,AR
2026-08-16,41,GTA VI,AR
2026-08-23,100,GTA VI,AR
2026-08-30,41,GTA VI,AR
2026-09-06,25,GTA VI,AR
