date,interest,keyword,geo
2025-02-23,4,GTA VI,ES
2025-03-02,3,GTA VI,ES
2025-03-09,2,GTA VI,ES
2025-03-16,3,GTA VI,ES
2025-03-23,4,GTA VI,ES
2025-03-30,4,GTA VI,ES
2025-04-06,3,GTA VI,ES
2025-04-13,3,GTA VI,ES
2025-04-20,3,GTA VI,ES
2025-04-27,9,GTA VI,ES
2025-05-04,31,GTA VI,ES
2025-05-11,14,GTA VI,ES
2025-05-18,6,GTA VI,ES
2025-05-25,4,GTA VI,ES
2025-06-01,3,GTA VI,ES
2025-06-08,3,GTA VI,ES
2025-06-15,2,GTA VI,ES
2025-06-22,3,GTA VI,ES
2025-06-29,2,GTA VI,ES
2025-07-06,2,GTA VI,ES
2025-07-13,2,GTA VI,ES
2025-07-20,2,GTA VI,ES
2025-07-27,3,GTA VI,ES
2025-08-03,3,GTA VI,ES
2025-08-10,3,GTA VI,ES
2025-08-17,3,GTA VI,ES
2025-08-24,3,GTA VI,ES
2025-08-31,3,GTA VI,ES
2025-09-07,2,GTA VI,ES
2025-09-14,4,GTA VI,ES
2025-09-21,3,GTA VI,ES
2025-09-28,3,GTA VI,ES
2025-10-05,3,GTA VI,ES
2025-10-12,3,GTA VI,ES
2025-10-19,3,GTA VI,ES
2025-10-26,3,GTA VI,ES
2025-11-02,10,GTA VI,ES
2025-11-09,5,GTA VI,ES
2025-11-16,3,GTA VI,ES
2025-11-23,3,GTA VI,ES
2025-11-30,5,GTA VI,ES
2025-12-07,2,GTA VI,ES
2025-12-14,2,GTA VI,ES
2025-12-21,4,GTA VI,ES
2025-12-28,4,GTA VI,ES
2026-01-04,18,GTA VI,ES
2026-01-11,3,GTA VI,ES
2026-01-18,6,GTA VI,ES
2026-01-25,6,GTA VI,ES
2026-02-01,12,GTA VI,ES
2026-02-08,3,GTA VI,ES
2026-02-15,3,GTA VI,ES
2026-02-22,7,GTA VI,ES
2026-03-01,10,GTA VI,ES
2026-03-08,4,GTA VI,ES
2026-03-15,5,GTA VI,ES
2026-03-22,6,GTA VI,ES
2026-03-29,6,GTA VI,ES
2026-04-05,5,GTA VI,ES
2026-04-12,5,GTA VI,ES
2026-04-19,5,GTA VI,ES
2026-04-26,11,GTA VI,ES
2026-05-03,9,GTA VI,ES
2026-05-10,18,GTA VI,ES
2026-05-17,24,GTA VI,ES
2026-05-24,10,GTA VI,ES
2026-05-31,6,GTA VI,ES
2026-06-07,4,GTA VI,ES
2026-06-14,26,GTA VI,ES
2026-06-21,100,GTA VI,ES
2026-06-28,31,GTA VI,ES
2026-07-05,11,GTA VI,ES
2026-07-12,7,GTA VI,ES
2026-07-19,7,GTA VI,ES
2026-07-26,7,GTA VI,ES
2026-08-02,14,GTA VI,ES
2026-08-09,12,GTA VI,ES
2026-08-16,52,GTA VI,ES
2026-08-23,77,GTA VI,ES
2026-08-30,40,GTA VI,ES
2026-09-06,23,GTA VI,ES
